Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LOS-WEB (RBI) Full Cycle,Chrome 114.0.0.0,,,2023-06-08 14:15:09,2023-06-08 14:15:39,29.317s,PASSED
,,,,,,,
Test Cases/Login,Chrome 114.0.0.0,,,2023-06-08 14:15:10,2023-06-08 14:15:23,13.164s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-08 14:15:10,2023-06-08 14:15:13,2.694s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-08 14:15:13,2023-06-08 14:15:13,0.161s,PASSED
"navigateToUrl(""https://losrbitest.cardmri.com:8446/LOSWEB/login"")",Chrome 114.0.0.0,,,2023-06-08 14:15:13,2023-06-08 14:15:13,0.344s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/label_Username""))",Chrome 114.0.0.0,,,2023-06-08 14:15:13,2023-06-08 14:15:14,0.627s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web - Login/input_LOAN ORIGINATION SYSTEM (LOS) Web_userName""), ""vfvillaceran"")",Chrome 114.0.0.0,,,2023-06-08 14:15:14,2023-06-08 14:15:15,0.917s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LOS Web - Login/input_Username_userPass""), ""n8hQ3tKcmLG0jssBracaYQ=="")",Chrome 114.0.0.0,,,2023-06-08 14:15:15,2023-06-08 14:15:15,0.634s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/button_Login""))",Chrome 114.0.0.0,,,2023-06-08 14:15:15,2023-06-08 14:15:18,2.435s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-08 14:15:18,2023-06-08 14:15:23,5.060s,PASSED
,,,,,,,
Test Cases/Dashboard/CID and view ePN,Chrome 114.0.0.0,,,2023-06-08 14:15:23,2023-06-08 14:15:34,11.280s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_Thursday, June 8, 2023_txtSearchCID""), ""1030091995"")",Chrome 114.0.0.0,,,2023-06-08 14:15:23,2023-06-08 14:15:24,1.118s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Search""))",Chrome 114.0.0.0,,,2023-06-08 14:15:24,2023-06-08 14:15:25,0.510s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-06-08 14:15:25,2023-06-08 14:15:28,3.020s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/a_64e443173f8090c620230605085556467""))",Chrome 114.0.0.0,,,2023-06-08 14:15:28,2023-06-08 14:15:29,0.963s,PASSED
switchToWindowIndex(0),Chrome 114.0.0.0,,,2023-06-08 14:15:29,2023-06-08 14:15:29,0.067s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-08 14:15:29,2023-06-08 14:15:34,5.013s,PASSED
,,,,,,,
Test Cases/Logout,Chrome 114.0.0.0,,,2023-06-08 14:15:34,2023-06-08 14:15:39,4.631s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/a_Logout""))",Chrome 114.0.0.0,,,2023-06-08 14:15:35,2023-06-08 14:15:37,2.222s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/a_Logout_1""))",Chrome 114.0.0.0,,,2023-06-08 14:15:37,2023-06-08 14:15:39,1.807s,PASSED
